WP_011270812.1,Q92IM2.1,506.0,87.119
WP_011270813.1,Q9ZDN1.1,499.0,88.645
WP_011270814.1,P57624.1,136.0,33.333
WP_011270815.1,Q92IL9.1,1832.0,96.614
WP_011270818.1,Q92IL8.1,283.0,93.793
WP_011270823.1,Q92IL5.1,622.0,96.939
WP_011270824.1,A8F168.1,915.0,96.171
WP_011270825.1,P50507.1,321.0,51.877
WP_011270826.1,Q92IL2.1,386.0,97.283
WP_011270828.1,Q92IL0.1,756.0,95.342
WP_011270829.1,O07576.1,318.0,38.854
WP_011270830.1,A8GMY5.1,820.0,92.048
WP_011270836.1,P50598.1,181.0,44.0
WP_011270837.1,P50599.1,94.0,34.532
WP_011270841.1,P40862.2,119.0,28.958
WP_011270842.1,Q03025.2,244.0,32.215
WP_011270843.1,Q03024.1,443.0,41.756
